Day,#OpenP
2025-11-17,0.1523
2025-11-16,0.1587
2025-11-15,0.1637
2025-11-14,0.1605
2025-11-13,0.1668
2025-11-12,0.1721
2025-11-11,0.1778
2025-11-10,0.189
2025-11-09,0.1778
2025-11-08,0.1775
2025-11-07,0.1809
2025-11-06,0.1572
2025-11-05,0.1615
2025-11-04,0.1538
2025-11-03,0.16
2025-11-02,0.1781
2025-11-01,0.1791
2025-10-31,0.1768
2025-10-30,0.1745
2025-10-29,0.1836
2025-10-28,0.1841
2025-10-27,0.1854
2025-10-26,0.1908
2025-10-25,0.1853
2025-10-24,0.1856
2025-10-23,0.1812
2025-10-22,0.1782
2025-10-21,0.1808
2025-10-20,0.1865
2025-10-19,0.1836
2025-10-18,0.1799
2025-10-17,0.1772
2025-10-16,0.1848
2025-10-15,0.1966
2025-10-14,0.2054
2025-10-13,0.2131
2025-10-12,0.2028
2025-10-11,0.1819
2025-10-10,0.1808
2025-10-09,0.2205
2025-10-08,0.2242
2025-10-07,0.2189
2025-10-06,0.2293
2025-10-05,0.2185
2025-10-04,0.2198
2025-10-03,0.2249
2025-10-02,0.2252
2025-10-01,0.2209
2025-09-30,0.2083
2025-09-29,0.2078
2025-09-28,0.2079
2025-09-27,0.2059
2025-09-26,0.2084
2025-09-25,0.2029
2025-09-24,0.213
2025-09-23,0.211
2025-09-22,0.2145
2025-09-21,0.2309
2025-09-20,0.2354
2025-09-19,0.2339
2025-09-18,0.2463
2025-09-17,0.2446
2025-09-16,0.2377
2025-09-15,0.2327
2025-09-14,0.2395
2025-09-13,0.2531
2025-09-12,0.2484
2025-09-11,0.2444
2025-09-10,0.2395
2025-09-09,0.2332
2025-09-08,0.2364
2025-09-07,0.2307
2025-09-06,0.2273
2025-09-05,0.2295
2025-09-04,0.2272
2025-09-03,0.2331
2025-09-02,0.2334
2025-09-01,0.2278
2025-08-31,0.2315
2025-08-30,0.2337
2025-08-29,0.2365
2025-08-28,0.2527
2025-08-27,0.2474
2025-08-26,0.2546
2025-08-25,0.2461
2025-08-24,0.2715
2025-08-23,0.2639
2025-08-22,0.2669
2025-08-21,0.2484
2025-08-20,0.2567
2025-08-19,0.2382
2025-08-18,0.2551
2025-08-17,0.2653
2025-08-16,0.2611
2025-08-15,0.2541
2025-08-14,0.2541
2025-08-13,0.2806
2025-08-12,0.2713
2025-08-11,0.2529
2025-08-10,0.2664
2025-08-09,0.27
2025-08-08,0.2663
2025-08-07,0.2644
2025-08-06,0.2428
2025-08-05,0.2375
2025-08-04,0.2482
2025-08-03,0.244
2025-08-02,0.2275
2025-08-01,0.2358
2025-07-31,0.244
2025-07-30,0.2536
2025-07-29,0.2605
2025-07-28,0.2649
2025-07-27,0.2862
2025-07-26,0.2747
2025-07-25,0.2668
2025-07-24,0.2619
2025-07-23,0.2676
2025-07-22,0.2967
2025-07-21,0.2981
2025-07-20,0.2914
2025-07-19,0.2914
2025-07-18,0.2938
2025-07-17,0.3188
2025-07-16,0.2853
2025-07-15,0.2837
2025-07-14,0.2797
2025-07-13,0.2644
2025-07-12,0.2191
2025-07-11,0.2184
2025-07-10,0.2123
2025-07-09,0.1926
2025-07-08,0.1793
2025-07-07,0.1759
2025-07-06,0.1771
2025-07-05,0.1746
2025-07-04,0.1737
2025-07-03,0.1826
2025-07-02,0.1814
2025-07-01,0.1708
2025-06-30,0.1857
2025-06-29,0.186
2025-06-28,0.1766
2025-06-27,0.1749
2025-06-26,0.172
2025-06-25,0.1757
2025-06-24,0.1828
2025-06-23,0.1795
2025-06-22,0.1602
2025-06-21,0.1627
2025-06-20,0.1672
2025-06-19,0.1692
2025-06-18,0.1709
2025-06-17,0.1697
2025-06-16,0.1761
2025-06-15,0.1765
2025-06-14,0.1772
2025-06-13,0.1808
2025-06-12,0.1806
2025-06-11,0.1973
2025-06-10,0.2083
2025-06-09,0.1998
2025-06-08,0.1907
2025-06-07,0.1911
2025-06-06,0.1874
2025-06-05,0.1808
2025-06-04,0.1916
2025-06-03,0.1975
2025-06-02,0.1988
2025-06-01,0.1956
2025-05-31,0.1939
2025-05-31,0.1939
2025-05-30,0.1922
2025-05-29,0.2096
2025-05-28,0.2176
2025-05-27,0.2219
2025-05-26,0.219
2025-05-25,0.2219
2025-05-24,0.2207
2025-05-23,0.2238
2025-05-22,0.2414
2025-05-21,0.2308
2025-05-20,0.2246
2025-05-19,0.2223
2025-05-18,0.2277
2025-05-17,0.216
2025-05-16,0.2231
2025-05-15,0.2258
2025-05-14,0.2368
2025-05-13,0.2472
2025-05-12,0.2421
2025-05-11,0.2397
2025-05-10,0.2534
2025-05-09,0.2327
2025-05-08,0.2256
2025-05-07,0.1993
2025-05-06,0.1994
2025-05-05,0.1993
2025-05-04,0.1998
2025-05-03,0.2072
2025-05-02,0.2156
2025-05-01,0.2173
2025-04-30,0.2201
2025-04-29,0.2267
2025-04-28,0.2304
2025-04-27,0.2216
2025-04-26,0.2288
2025-04-25,0.2277
2025-04-24,0.2257
2025-04-23,0.2137
2025-04-22,0.2098
2025-04-21,0.193
2025-04-20,0.193
2025-04-19,0.193
2025-04-18,0.1894
2025-04-17,0.187
2025-04-16,0.1812
2025-04-15,0.1796
2025-04-14,0.189
2025-04-13,0.1829
2025-04-12,0.1911
2025-04-11,0.1796
2025-04-10,0.1764
2025-04-09,0.18
2025-04-08,0.1551
2025-04-07,0.1666
2025-04-06,0.1623
2025-04-05,0.183
2025-04-04,0.1859
2025-04-03,0.1808
2025-04-02,0.1766
2025-04-01,0.189
2025-03-31,0.1798
2025-03-30,0.1796
2025-03-29,0.184
2025-03-28,0.1996
2025-03-27,0.212
2025-03-26,0.2068
2025-03-25,0.2119
2025-03-24,0.2035
2025-03-23,0.1918
2025-03-22,0.1881
2025-03-21,0.1871
2025-03-20,0.195
2025-03-19,0.2
2025-03-18,0.1863
2025-03-17,0.1912
2025-03-16,0.1862
2025-03-15,0.1998
2025-03-14,0.1985
2025-03-13,0.1958
2025-03-12,0.1959
2025-03-11,0.1913
2025-03-10,0.184
2025-03-09,0.2012
2025-03-08,0.2245
2025-03-07,0.233
2025-03-06,0.2402
2025-03-05,0.2506
2025-03-04,0.2382
2025-03-03,0.2379
2025-03-02,0.2911
2025-03-01,0.2534
2025-02-28,0.2381
2025-02-27,0.2375
2025-02-26,0.236
2025-02-25,0.2319
2025-02-24,0.2271
2025-02-23,0.2597
2025-02-22,0.2663
2025-02-21,0.2638
2025-02-20,0.2712
2025-02-19,0.2613
2025-02-18,0.2571
2025-02-17,0.27
2025-02-16,0.2751
2025-02-15,0.2844
2025-02-14,0.2964
2025-02-13,0.2935
2025-02-12,0.3026
2025-02-11,0.2857
2025-02-10,0.2901
2025-02-09,0.2748
2025-02-08,0.276
2025-02-07,0.2696
2025-02-06,0.2671
2025-02-05,0.2814
2025-02-04,0.2911
2025-02-03,0.3134
2025-02-02,0.2999
2025-02-01,0.3477
2025-01-31,0.3788
2025-01-30,0.3878
2025-01-29,0.3696
2025-01-28,0.3628
2025-01-27,0.3865
2025-01-26,0.3814
2025-01-25,0.4033
2025-01-24,0.4002
2025-01-23,0.4102
2025-01-22,0.4053
2025-01-21,0.4244
2025-01-20,0.4296
2025-01-19,0.3973
2025-01-18,0.4447
2025-01-17,0.4688
2025-01-16,0.464
2025-01-15,0.4441
2025-01-14,0.3725
2025-01-13,0.3493
2025-01-12,0.3602
2025-01-11,0.3781
2025-01-10,0.3726
2025-01-09,0.3417
2025-01-08,0.3591
2025-01-07,0.3725
2025-01-06,0.4149
2025-01-05,0.405
2025-01-04,0.41
2025-01-03,0.4187
2025-01-02,0.3921
2025-01-01,0.3761
2024-12-31,0.3339
2024-11-30,0.444
2024-11-29,0.4409
2024-11-28,0.3228
2024-11-27,0.2931
2024-11-26,0.2976
2024-11-25,0.2593
2024-11-24,0.2845
2024-11-23,0.2939
2024-11-22,0.2589
2024-11-21,0.2145
2024-11-20,0.2109
2024-11-19,0.2233
2024-11-18,0.2161
2024-11-17,0.1831
2024-11-16,0.1966
2024-11-15,0.1856
2024-11-14,0.1455
2024-11-13,0.1458
2024-11-12,0.1543
2024-11-11,0.1596
2024-11-10,0.1454
2024-11-09,0.1337
2024-11-08,0.1311
2024-11-07,0.1228
2024-11-06,0.1219
2024-11-05,0.1141
2024-11-04,0.1094
2024-11-03,0.1095
2024-11-02,0.1139
2024-11-01,0.1146
2024-10-31,0.1142
2024-10-30,0.1208
2024-10-29,0.124
2024-10-28,0.1184
2024-10-27,0.116
2024-10-26,0.1145
2024-10-25,0.1142
2024-10-24,0.1221
2024-10-23,0.1211
2024-10-22,0.1244
2024-10-21,0.1256
2024-10-20,0.1303
2024-10-19,0.1235
2024-10-18,0.1234
2024-10-17,0.1198
2024-10-16,0.123
2024-10-15,0.1258
2024-10-14,0.1268
2024-10-13,0.121
2024-10-12,0.1217
2024-10-11,0.1214
2024-10-10,0.1186
2024-10-09,0.1187
2024-10-08,0.1212
2024-10-07,0.1245
2024-10-06,0.127
2024-10-05,0.1258
2024-10-04,0.126
2024-10-03,0.1223
2024-10-02,0.1212
2024-10-01,0.1245
2024-09-30,0.1342
2024-09-29,0.1409
2024-09-28,0.1414
2024-09-27,0.1442
2024-09-26,0.1437
2024-09-25,0.1374
2024-09-24,0.1386
2024-09-23,0.1344
2024-09-22,0.1323
2024-09-21,0.1364
2024-09-20,0.1329
2024-09-19,0.1315
2024-09-18,0.1278
2024-09-17,0.124
2024-09-16,0.1235
2024-09-15,0.1262
2024-09-14,0.1313
2024-09-13,0.1333
2024-09-12,0.1299
2024-09-11,0.1272
2024-09-10,0.1295
2024-09-09,0.1281
2024-09-08,0.1253
2024-09-07,0.1208
2024-09-06,0.1163
2024-09-05,0.1177
2024-09-04,0.1224
2024-09-03,0.1194
2024-09-02,0.1255
2024-09-01,0.1183
2024-08-31,0.1233
2024-08-30,0.1285
2024-08-29,0.1267
2024-08-28,0.1269
2024-08-27,0.1283
2024-08-26,0.1346
2024-08-25,0.1419
2024-08-24,0.1465
2024-08-23,0.1445
2024-08-22,0.1356
2024-08-21,0.1349
2024-08-20,0.1281
2024-08-19,0.1238
2024-08-18,0.1186
2024-08-17,0.1188
2024-08-16,0.1154
2024-08-15,0.1154
2024-08-14,0.1195
2024-08-13,0.1212
2024-08-12,0.1198
2024-08-11,0.1151
2024-08-10,0.121
2024-08-09,0.1202
2024-08-08,0.1221
2024-08-07,0.1098
2024-08-06,0.1127
2024-08-05,0.1102
2024-08-04,0.1147
2024-08-03,0.1204
2024-08-02,0.124
2024-08-01,0.1348
2024-07-31,0.1357
2024-07-30,0.1374
2024-07-29,0.1388
2024-07-28,0.1392
2024-07-27,0.1428
2024-07-26,0.1425
2024-07-25,0.137
2024-07-24,0.1396
2024-07-23,0.1433
2024-07-22,0.151
2024-07-21,0.1594
2024-07-20,0.1584
2024-07-19,0.1578
2024-07-18,0.1519
2024-07-17,0.1545
2024-07-16,0.1587
2024-07-15,0.158
2024-07-14,0.1521
2024-07-13,0.1433
2024-07-12,0.1382
2024-07-11,0.1372
2024-07-10,0.1396
2024-07-09,0.1395
2024-07-08,0.1332
2024-07-07,0.1265
2024-07-06,0.1387
2024-07-05,0.1308
2024-07-04,0.1313
2024-07-03,0.1425
2024-07-02,0.1501
2024-07-01,0.1469
2024-06-30,0.1443
2024-06-29,0.1391
2024-06-28,0.1397
2024-06-27,0.1424
2024-06-26,0.1406
2024-06-25,0.1412
2024-06-24,0.1352
2024-06-23,0.1325
2024-06-22,0.1338
2024-06-21,0.1392
2024-06-20,0.1383
2024-06-19,0.1388
2024-06-18,0.1337
2024-06-17,0.145
2024-06-16,0.1556
2024-06-15,0.1525
2024-06-14,0.1512
2024-06-13,0.1561
2024-06-12,0.166
2024-06-11,0.1589
2024-06-10,0.1665
2024-06-09,0.1705
2024-06-08,0.1659
2024-06-07,0.1744
2024-06-06,0.1856
2024-06-05,0.1887
2024-06-04,0.1862
2024-06-03,0.1836
2024-06-02,0.1823
2024-06-01,0.1881
2024-05-31,0.1879
2024-05-31,0.1879
2024-05-30,0.1895
2024-05-29,0.1893
2024-05-28,0.1942
2024-05-27,0.1966
2024-05-26,0.1896
2024-05-25,0.1934
2024-05-24,0.1885
2024-05-23,0.1814
2024-05-22,0.1854
2024-05-21,0.1882
2024-05-20,0.1889
2024-05-19,0.1749
2024-05-18,0.1829
2024-05-17,0.1828
2024-05-16,0.174
2024-05-15,0.18
2024-05-14,0.1712
2024-05-13,0.1775
2024-05-12,0.1768
2024-05-11,0.179
2024-05-10,0.1833
2024-05-09,0.1937
2024-05-08,0.187
2024-05-07,0.1907
2024-05-06,0.194
2024-05-05,0.1966
2024-05-04,0.193
2024-05-03,0.1919
2024-05-02,0.1811
2024-05-01,0.1804
2024-04-30,0.178
2024-04-29,0.1901
2024-04-28,0.1923
2024-04-27,0.1984
2024-04-26,0.198
2024-04-25,0.1999
2024-04-24,0.2111
2024-04-23,0.1937
2024-04-22,0.1955
2024-04-21,0.1874
2024-04-20,0.1915
2024-04-19,0.1747
2024-04-18,0.1746
2024-04-17,0.1687
2024-04-16,0.1742
2024-04-15,0.1704
2024-04-14,0.1795
2024-04-13,0.1683
2024-04-12,0.1938
2024-04-11,0.2277
2024-04-10,0.2303
2024-04-09,0.2317
2024-04-08,0.2454
2024-04-07,0.2353
2024-04-06,0.2335
2024-04-05,0.2297
2024-04-04,0.237
2024-04-03,0.232
2024-04-02,0.2344
2024-04-01,0.2516
2024-03-31,0.2679
2024-03-30,0.2606
2024-03-29,0.2691
2024-03-28,0.2723
2024-03-27,0.2706
2024-03-26,0.2796
2024-03-25,0.2681
2024-03-24,0.2563
2024-03-23,0.2485
2024-03-22,0.2412
2024-03-21,0.2485
2024-03-20,0.2505
2024-03-19,0.23
2024-03-18,0.2514
2024-03-17,0.2751
2024-03-16,0.2671
2024-03-15,0.2993
2024-03-14,0.312
2024-03-13,0.319
2024-03-12,0.3175
2024-03-11,0.2921
2024-03-10,0.2633
2024-03-09,0.2696
2024-03-08,0.2717
2024-03-07,0.2806
2024-03-06,0.2593
2024-03-05,0.2327
2024-03-04,0.2511
2024-03-03,0.2515
2024-03-02,0.2481
2024-03-01,0.2283
2024-02-29,0.2123
2024-02-28,0.211
2024-02-27,0.2082
2024-02-26,0.2124
2024-02-25,0.2077
2024-02-24,0.1972
2024-02-23,0.1854
2024-02-22,0.1889
2024-02-21,0.1889
2024-02-20,0.1963
2024-02-19,0.2036
2024-02-18,0.1965
2024-02-17,0.1905
2024-02-16,0.1944
2024-02-15,0.1877
2024-02-14,0.1836
2024-02-13,0.1778
2024-02-12,0.1832
2024-02-11,0.1802
2024-02-10,0.1754
2024-02-09,0.1744
2024-02-08,0.169
2024-02-07,0.1682
2024-02-06,0.1623
2024-02-05,0.1599
2024-02-04,0.1588
2024-02-03,0.1654
2024-02-02,0.161
2024-02-01,0.1587
2024-01-31,0.1591
2024-01-30,0.1646
2024-01-29,0.169
2024-01-28,0.1641
2024-01-27,0.1675
2024-01-26,0.1666
2024-01-25,0.1608
2024-01-24,0.1633
2024-01-23,0.16
2024-01-22,0.161
2024-01-21,0.17
2024-01-20,0.1718
2024-01-19,0.1729
2024-01-18,0.1787
2024-01-17,0.1909
2024-01-16,0.1959
2024-01-15,0.1885
2024-01-14,0.1836
2024-01-13,0.1893
2024-01-12,0.1867
2024-01-11,0.2025
2024-01-10,0.1994
2024-01-09,0.1856
2024-01-08,0.1952
2024-01-07,0.1782
2024-01-06,0.19
2024-01-05,0.1967
2024-01-04,0.2075
2024-01-03,0.2046
2024-01-02,0.2269
2024-01-01,0.239
2023-12-31,0.2229
2023-11-30,0.1337
2023-11-29,0.1342
2023-11-28,0.1329
2023-11-27,0.1319
2023-11-26,0.1361
2023-11-25,0.1406
2023-11-24,0.1333
2023-11-23,0.1305
2023-11-22,0.1322
2023-11-21,0.1234
2023-11-20,0.1415
2023-11-19,0.1409
2023-11-18,0.1344
2023-11-17,0.1361
2023-11-16,0.1355
2023-11-15,0.1427
2023-11-14,0.1291
2023-11-13,0.1333
2023-11-12,0.1461
2023-11-11,0.1336
2023-11-10,0.1282
2023-11-09,0.1237
2023-11-08,0.1271
2023-11-07,0.1238
2023-11-06,0.1291
2023-11-05,0.1215
2023-11-04,0.1151
2023-11-03,0.1115
2023-11-02,0.1111
2023-11-01,0.1145
2023-10-31,0.1093
2023-10-30,0.1123
2023-10-29,0.1066
2023-10-28,0.1016
2023-10-27,0.0992
2023-10-26,0.1012
2023-10-25,0.1009
2023-10-24,0.1008
2023-10-23,0.0983
2023-10-22,0.0944
2023-10-21,0.0943
2023-10-20,0.0913
2023-10-19,0.0897
2023-10-18,0.09
2023-10-17,0.0914
2023-10-16,0.0948
2023-10-15,0.0944
2023-10-14,0.0952
2023-10-13,0.0949
2023-10-12,0.0937
2023-10-11,0.095
2023-10-10,0.095
2023-10-09,0.0965
2023-10-08,0.1014
2023-10-07,0.0999
2023-10-06,0.1008
2023-10-05,0.1003
2023-10-04,0.0994
2023-10-03,0.1011
2023-10-02,0.1013
2023-10-01,0.1063
2023-09-30,0.1033
2023-09-29,0.1015
2023-09-28,0.0977
2023-09-27,0.0957
2023-09-26,0.0954
2023-09-25,0.0976
2023-09-24,0.1012
2023-09-23,0.1007
2023-09-22,0.102
2023-09-21,0.0975
2023-09-20,0.1002
2023-09-19,0.0973
2023-09-18,0.0965
2023-09-17,0.0949
2023-09-16,0.0976
2023-09-15,0.0964
2023-09-14,0.0935
2023-09-13,0.0909
2023-09-12,0.0895
2023-09-11,0.0887
2023-09-10,0.0921
2023-09-09,0.094
2023-09-08,0.0963
2023-09-07,0.0978
2023-09-06,0.094
2023-09-05,0.094
2023-09-04,0.094
2023-09-03,0.0944
2023-09-02,0.0944
2023-09-01,0.092
2023-08-31,0.0932
2023-08-30,0.097
2023-08-29,0.1008
2023-08-28,0.0973
2023-08-27,0.0953
2023-08-26,0.0954
2023-08-25,0.097
2023-08-24,0.0975
2023-08-23,0.0987
2023-08-22,0.0972
2023-08-21,0.0964
2023-08-20,0.0973
2023-08-19,0.0967
2023-08-18,0.0954
2023-08-17,0.0934
2023-08-16,0.1026
2023-08-15,0.1083
2023-08-14,0.1148
2023-08-13,0.1167
2023-08-12,0.1159
2023-08-11,0.1122
2023-08-10,0.1125
2023-08-09,0.113
2023-08-08,0.1131
2023-08-07,0.1119
2023-08-06,0.1097
2023-08-05,0.1065
2023-08-04,0.1059
2023-08-03,0.1063
2023-08-02,0.1068
2023-08-01,0.1109
2023-07-31,0.1098
2023-07-30,0.1094
2023-07-29,0.1114
2023-07-28,0.1104
2023-07-27,0.1099
2023-07-26,0.1109
2023-07-25,0.1099
2023-07-24,0.1099
2023-07-23,0.116
2023-07-22,0.1146
2023-07-21,0.1156
2023-07-20,0.1151
2023-07-19,0.1138
2023-07-18,0.114
2023-07-17,0.1205
2023-07-16,0.1155
2023-07-15,0.1137
2023-07-14,0.1135
2023-07-13,0.1219
2023-07-12,0.1057
2023-07-11,0.1087
2023-07-10,0.1099
2023-07-09,0.1106
2023-07-08,0.1116
2023-07-07,0.1125
2023-07-06,0.1132
2023-07-05,0.1198
2023-07-04,0.1242
2023-07-03,0.1285
2023-07-02,0.1236
2023-07-01,0.1279
2023-06-30,0.1217
2023-06-29,0.1201
2023-06-28,0.1187
2023-06-27,0.1274
2023-06-26,0.1295
2023-06-25,0.1372
2023-06-24,0.1328
2023-06-23,0.1353
2023-06-22,0.1249
2023-06-21,0.1256
2023-06-20,0.1213
2023-06-19,0.1166
2023-06-18,0.1149
2023-06-17,0.1186
2023-06-16,0.1158
2023-06-15,0.112
2023-06-14,0.1129
2023-06-13,0.1129
2023-06-12,0.1126
2023-06-11,0.1107
2023-06-10,0.1111
2023-06-09,0.1238
2023-06-08,0.1233
2023-06-07,0.1249
2023-06-06,0.1371
2023-06-05,0.1379
2023-06-04,0.1517
2023-06-03,0.1507
2023-06-02,0.1518
2023-06-01,0.1484
2023-05-31,0.1478
2023-05-31,0.1478
2023-05-30,0.1514
2023-05-29,0.1517
2023-05-28,0.1531
2023-05-27,0.1504
2023-05-26,0.1499
2023-05-25,0.1502
2023-05-24,0.1544
2023-05-23,0.1623
2023-05-22,0.1611
2023-05-21,0.1617
2023-05-20,0.1645
2023-05-19,0.1649
2023-05-18,0.165
2023-05-17,0.1722
2023-05-16,0.1695
2023-05-15,0.1669
2023-05-14,0.1632
2023-05-13,0.1622
2023-05-12,0.1648
2023-05-11,0.1625
2023-05-10,0.1688
2023-05-09,0.1651
2023-05-08,0.1643
2023-05-07,0.1733
2023-05-06,0.1755
2023-05-05,0.1815
2023-05-04,0.1771
2023-05-03,0.1811
2023-05-02,0.1788
2023-05-01,0.1773
2023-04-30,0.1803
2023-04-29,0.1836
2023-04-28,0.1837
2023-04-27,0.1839
2023-04-26,0.1812
2023-04-25,0.1877
2023-04-24,0.1854
2023-04-23,0.1882
2023-04-22,0.1898
2023-04-21,0.1853
2023-04-20,0.1903
2023-04-19,0.199
2023-04-18,0.2224
2023-04-17,0.221
2023-04-16,0.2346
2023-04-15,0.2316
2023-04-14,0.2273
2023-04-13,0.2214
2023-04-12,0.2153
2023-04-11,0.2202
2023-04-10,0.2212
2023-04-09,0.2166
2023-04-08,0.2161
2023-04-07,0.2193
2023-04-06,0.2182
2023-04-05,0.2228
2023-04-04,0.2182
2023-04-03,0.2143
2023-04-02,0.2141
2023-04-01,0.2233
2023-03-31,0.226
2023-03-30,0.2247
2023-03-29,0.2353
2023-03-28,0.2019
2023-03-27,0.1999
2023-03-26,0.2108
2023-03-25,0.2065
2023-03-24,0.2093
2023-03-23,0.2198
2023-03-22,0.2139
2023-03-21,0.2239
2023-03-20,0.2103
2023-03-19,0.2206
2023-03-18,0.2152
2023-03-17,0.2268
2023-03-16,0.2088
2023-03-15,0.2049
2023-03-14,0.2227
2023-03-13,0.2132
2023-03-12,0.2027
2023-03-11,0.1888
2023-03-10,0.1889
2023-03-09,0.1935
2023-03-08,0.2017
2023-03-07,0.2174
2023-03-06,0.2255
2023-03-05,0.2258
2023-03-04,0.2245
2023-03-03,0.2332
2023-03-02,0.2419
2023-03-01,0.2506
2023-02-28,0.2444
2023-02-27,0.2548
2023-02-26,0.2552
2023-02-25,0.2502
2023-02-24,0.2566
2023-02-23,0.2685
2023-02-22,0.2713
2023-02-21,0.2788
2023-02-20,0.2851
2023-02-19,0.2777
2023-02-18,0.273
2023-02-17,0.2711
2023-02-16,0.2577
2023-02-15,0.2724
2023-02-14,0.2535
2023-02-13,0.2437
2023-02-12,0.2474
2023-02-11,0.2568
2023-02-10,0.2511
2023-02-09,0.2549
2023-02-08,0.29
2023-02-07,0.28
2023-02-06,0.2548
2023-02-05,0.2572
2023-02-04,0.267
2023-02-03,0.2711
2023-02-02,0.2554
2023-02-01,0.2513
2023-01-31,0.2415
2023-01-30,0.2392
2023-01-29,0.2617
2023-01-28,0.2573
2023-01-27,0.2546
2023-01-26,0.2453
2023-01-25,0.2448
2023-01-24,0.2363
2023-01-23,0.2495
2023-01-22,0.2458
2023-01-21,0.2389
2023-01-20,0.2392
2023-01-19,0.2171
2023-01-18,0.2083
2023-01-17,0.2284
2023-01-16,0.2342
2023-01-15,0.2404
2023-01-14,0.2291
2023-01-13,0.2207
2023-01-12,0.2123
2023-01-11,0.2102
2023-01-10,0.2038
2023-01-09,0.1997
2023-01-08,0.1992
2023-01-07,0.194
2023-01-06,0.1891
2023-01-05,0.1835
2023-01-04,0.1867
2023-01-03,0.1841
2023-01-02,0.1808
2023-01-01,0.1773
2022-12-31,0.1725
2022-11-30,0.2475
2022-11-29,0.2406
2022-11-28,0.2358
2022-11-27,0.24
2022-11-26,0.2408
