Day,#OpenP
2022-11-25,0.2436
2022-11-24,0.2418
2022-11-23,0.2473
2022-11-22,0.2409
2022-11-21,0.2446
2022-11-20,0.2561
2022-11-19,0.2979
2022-11-18,0.2975
2022-11-17,0.2676
2022-11-16,0.2756
2022-11-15,0.2813
2022-11-14,0.2613
2022-11-13,0.261
2022-11-12,0.2735
2022-11-11,0.3021
2022-11-10,0.3199
2022-11-09,0.2664
2022-11-08,0.3341
2022-11-07,0.4192
2022-11-06,0.4024
2022-11-05,0.424
2022-11-04,0.4153
2022-11-03,0.37
2022-11-02,0.3616
2022-11-01,0.3603
2022-10-31,0.3587
2022-10-30,0.3594
2022-10-29,0.3399
2022-10-28,0.3332
2022-10-27,0.3259
2022-10-26,0.3414
2022-10-25,0.3312
2022-10-24,0.3149
2022-10-23,0.3156
2022-10-22,0.3139
2022-10-21,0.3134
2022-10-20,0.3065
2022-10-19,0.3077
2022-10-18,0.3194
2022-10-17,0.3302
2022-10-16,0.3223
2022-10-15,0.3187
2022-10-14,0.3174
2022-10-13,0.3194
2022-10-12,0.3135
2022-10-11,0.3175
2022-10-10,0.3195
2022-10-09,0.3387
2022-10-08,0.335
2022-10-07,0.3416
2022-10-06,0.3489
2022-10-05,0.354
2022-10-04,0.3577
2022-10-03,0.3543
2022-10-02,0.3543
2022-10-01,0.355
2022-09-30,0.3534
2022-09-29,0.355
2022-09-28,0.3498
2022-09-27,0.3524
2022-09-26,0.3686
2022-09-25,0.3881
2022-09-24,0.3853
2022-09-23,0.399
2022-09-22,0.3699
2022-09-21,0.335
2022-09-20,0.3296
2022-09-19,0.3171
2022-09-18,0.2932
2022-09-17,0.3109
2022-09-16,0.298
2022-09-15,0.2949
2022-09-14,0.3028
2022-09-13,0.2966
2022-09-12,0.3235
2022-09-11,0.3264
2022-09-10,0.3223
2022-09-09,0.3246
2022-09-08,0.3079
2022-09-07,0.2991
2022-09-06,0.2854
2022-09-05,0.3046
2022-09-04,0.3126
2022-09-03,0.3029
2022-09-02,0.3022
2022-09-01,0.2937
2022-08-31,0.2884
2022-08-30,0.2919
2022-08-29,0.298
2022-08-28,0.2825
2022-08-27,0.2887
2022-08-26,0.2832
2022-08-25,0.3072
2022-08-24,0.3021
2022-08-23,0.3078
2022-08-22,0.3031
2022-08-21,0.3065
2022-08-20,0.3003
2022-08-19,0.303
2022-08-18,0.3338
2022-08-17,0.3407
2022-08-16,0.3529
2022-08-15,0.3576
2022-08-14,0.3643
2022-08-13,0.3689
2022-08-12,0.3658
2022-08-11,0.3612
2022-08-10,0.3642
2022-08-09,0.3454
2022-08-08,0.3628
2022-08-07,0.3558
2022-08-06,0.349
2022-08-05,0.3588
2022-08-04,0.3363
2022-08-03,0.3267
2022-08-02,0.3268
2022-08-01,0.3426
2022-07-31,0.336
2022-07-30,0.3382
2022-07-29,0.3369
2022-07-28,0.3362
2022-07-27,0.3288
2022-07-26,0.3109
2022-07-25,0.3119
2022-07-24,0.3405
2022-07-23,0.3349
2022-07-22,0.3378
2022-07-21,0.3494
2022-07-20,0.3447
2022-07-19,0.3721
2022-07-18,0.3597
2022-07-17,0.3363
2022-07-16,0.3405
2022-07-15,0.3275
2022-07-14,0.3298
2022-07-13,0.3097
2022-07-12,0.2921
2022-07-11,0.2966
2022-07-10,0.3106
2022-07-09,0.3214
2022-07-08,0.3139
2022-07-07,0.3224
2022-07-06,0.3106
2022-07-05,0.3074
2022-07-04,0.3194
2022-07-03,0.3094
2022-07-02,0.3073
2022-07-01,0.3061
2022-06-30,0.3148
2022-06-29,0.3014
2022-06-28,0.3124
2022-06-27,0.3306
2022-06-26,0.3317
2022-06-25,0.352
2022-06-24,0.3498
2022-06-23,0.336
2022-06-22,0.3136
2022-06-21,0.3257
2022-06-20,0.3182
2022-06-19,0.3143
2022-06-18,0.2954
2022-06-17,0.31
2022-06-16,0.3018
2022-06-15,0.3398
2022-06-14,0.3085
2022-06-13,0.3039
2022-06-12,0.3242
2022-06-11,0.3504
2022-06-10,0.3685
2022-06-09,0.404
2022-06-08,0.4164
2022-06-07,0.3989
2022-06-06,0.4125
2022-06-05,0.3915
2022-06-04,0.3882
2022-06-03,0.3809
2022-06-02,0.3947
2022-06-01,0.3847
2022-05-31,0.4107
2022-05-31,0.4107
2022-05-30,0.4199
2022-05-29,0.3787
2022-05-28,0.367
2022-05-27,0.3601
2022-05-26,0.3787
2022-05-25,0.4051
2022-05-24,0.4184
2022-05-23,0.4165
2022-05-22,0.4419
2022-05-21,0.4344
2022-05-20,0.4329
2022-05-19,0.4511
2022-05-18,0.4328
2022-05-17,0.4947
2022-05-16,0.4596
2022-05-15,0.4904
2022-05-14,0.4632
2022-05-13,0.4424
2022-05-12,0.4224
2022-05-11,0.4529
2022-05-10,0.5847
2022-05-09,0.5743
2022-05-08,0.7292
2022-05-07,0.7483
2022-05-06,0.6973
2022-05-05,0.634
2022-05-04,0.7157
2022-05-03,0.6708
2022-05-02,0.616
2022-05-01,0.6015
2022-04-30,0.5675
2022-04-29,0.638
2022-04-28,0.6983
2022-04-27,0.6716
2022-04-26,0.6563
2022-04-25,0.7034
2022-04-24,0.7012
2022-04-23,0.7078
2022-04-22,0.7193
2022-04-21,0.7187
2022-04-20,0.7421
2022-04-19,0.759
2022-04-18,0.7365
2022-04-17,0.7106
2022-04-16,0.7434
2022-04-15,0.7393
2022-04-14,0.7266
2022-04-13,0.7464
2022-04-12,0.7262
2022-04-11,0.6934
2022-04-10,0.7507
2022-04-09,0.7884
2022-04-08,0.7589
2022-04-07,0.7988
2022-04-06,0.7659
2022-04-05,0.8352
2022-04-04,0.8821
2022-04-03,0.9353
2022-04-02,0.907
2022-04-01,0.9396
2022-03-31,0.9298
2022-03-30,0.927
2022-03-29,0.9229
2022-03-28,0.9078
2022-03-27,0.9494
2022-03-26,0.9122
2022-03-25,0.8894
2022-03-24,0.8913
2022-03-23,0.8393
2022-03-22,0.8268
2022-03-21,0.8279
2022-03-20,0.7416
2022-03-19,0.765
2022-03-18,0.7555
2022-03-17,0.7416
2022-03-16,0.7372
2022-03-15,0.7163
2022-03-14,0.7063
2022-03-13,0.6814
2022-03-12,0.7051
2022-03-11,0.7012
2022-03-10,0.7306
2022-03-09,0.7673
2022-03-08,0.74
2022-03-07,0.7279
2022-03-06,0.7461
2022-03-05,0.7723
2022-03-04,0.7603
2022-03-03,0.7967
2022-03-02,0.8203
2022-03-01,0.8571
2022-02-28,0.8681
2022-02-27,0.7982
2022-02-26,0.8596
2022-02-25,0.8312
2022-02-24,0.7778
2022-02-23,0.7856
2022-02-22,0.8111
2022-02-21,0.7848
2022-02-20,0.8455
2022-02-19,0.9001
2022-02-18,0.8947
2022-02-17,0.8984
2022-02-16,0.9786
2022-02-15,0.9707
2022-02-14,0.9002
2022-02-13,0.8968
2022-02-12,0.9194
2022-02-11,0.9168
2022-02-10,0.9823
2022-02-09,1.037
2022-02-08,1.0248
2022-02-07,1.0714
2022-02-06,1.0257
2022-02-05,1.0035
2022-02-04,0.9987
2022-02-03,0.9356
2022-02-02,0.9238
2022-02-01,0.9668
2022-01-31,0.9503
2022-01-30,0.945
2022-01-29,0.9692
2022-01-28,0.9588
2022-01-27,0.9365
2022-01-26,0.9235
2022-01-25,0.9223
2022-01-24,0.9124
2022-01-23,0.9895
2022-01-22,0.9513
2022-01-21,1.0301
2022-01-20,1.1617
2022-01-19,1.2654
2022-01-18,1.3176
2022-01-17,1.3417
2022-01-16,1.4304
2022-01-15,1.379
2022-01-14,1.3826
2022-01-13,1.3611
2022-01-12,1.4989
2022-01-11,1.4473
2022-01-10,1.3638
2022-01-09,1.4008
2022-01-08,1.3854
2022-01-07,1.4457
2022-01-06,1.5624
2022-01-05,1.5561
2022-01-04,1.6726
2022-01-03,1.7945
2022-01-02,1.6731
2022-01-01,1.7427
2021-12-31,1.6593
2021-11-30,1.815
2021-11-29,1.7746
2021-11-28,1.7147
2021-11-27,1.6759
2021-11-26,1.6062
2021-11-25,1.8233
2021-11-24,1.7421
2021-11-23,1.8364
2021-11-22,1.7395
2021-11-21,1.8302
2021-11-20,1.84
2021-11-19,1.8808
2021-11-18,1.8501
2021-11-17,1.66
2021-11-16,1.7241
2021-11-15,1.8916
2021-11-14,1.985
2021-11-13,2.0744
2021-11-12,2.1468
2021-11-11,2.0213
2021-11-10,1.9333
2021-11-09,1.9454
2021-11-08,2.048
2021-11-07,1.8682
2021-11-06,1.8375
2021-11-05,1.8438
2021-11-04,1.859
2021-11-03,1.934
2021-11-02,1.8662
2021-11-01,1.8352
2021-10-31,1.8287
2021-10-30,1.8215
2021-10-29,1.876
2021-10-28,1.8455
2021-10-27,1.7945
2021-10-26,2.0443
2021-10-25,2.0484
2021-10-24,1.8152
2021-10-23,1.9072
2021-10-22,1.8602
2021-10-21,1.7841
2021-10-20,1.791
2021-10-19,1.7103
2021-10-18,1.7368
2021-10-17,1.7693
2021-10-16,1.7977
2021-10-15,1.7552
2021-10-14,1.8119
2021-10-13,1.8376
2021-10-12,1.7481
2021-10-11,1.7153
2021-10-10,1.7664
2021-10-09,1.893
2021-10-08,1.8997
2021-10-07,1.8915
2021-10-06,1.8138
2021-10-05,1.9517
2021-10-04,1.9395
2021-10-03,1.986
2021-10-02,1.7701
2021-10-01,1.7735
2021-09-30,1.6274
2021-09-29,1.6068
2021-09-28,1.5648
2021-09-27,1.6736
2021-09-26,1.7765
2021-09-25,1.7311
2021-09-24,1.7868
2021-09-23,2.003
2021-09-22,1.8468
2021-09-21,1.5764
2021-09-20,1.6747
2021-09-19,1.9739
2021-09-18,2.0725
2021-09-17,1.9244
2021-09-16,2.0389
2021-09-15,2.0154
2021-09-14,2.0382
2021-09-13,2.1635
2021-09-12,2.3778
2021-09-11,1.9951
2021-09-10,2.0137
2021-09-09,2.3027
2021-09-08,1.913
2021-09-07,1.2769
2021-09-06,1.4598
2021-09-05,1.3146
2021-09-04,1.2093
2021-09-03,1.2185
2021-09-02,1.1431
2021-09-01,1.1613
2021-08-31,1.113
2021-08-30,1.0203
2021-08-29,1.0224
2021-08-28,1.0397
2021-08-27,1.065
2021-08-26,0.9891
2021-08-25,1.0652
2021-08-24,1.0365
2021-08-23,1.1611
2021-08-22,1.158
2021-08-21,1.1494
2021-08-20,1.1381
2021-08-19,1.0438
2021-08-18,0.9224
2021-08-17,0.8834
2021-08-16,0.9461
2021-08-15,0.9966
2021-08-14,0.9338
2021-08-13,0.9556
2021-08-12,0.8846
2021-08-11,0.9121
2021-08-10,0.883
2021-08-09,0.855
2021-08-08,0.826
2021-08-07,0.876
2021-08-06,0.8558
2021-08-05,0.8508
2021-08-04,0.8282
2021-08-03,0.8185
2021-08-02,0.8166
2021-08-01,0.8124
2021-07-31,0.8399
2021-07-30,0.8536
2021-07-29,0.8464
2021-07-28,0.8489
2021-07-27,0.8573
2021-07-26,0.8482
2021-07-25,0.891
2021-07-24,0.8267
2021-07-23,0.8083
2021-07-22,0.7971
2021-07-21,0.7705
2021-07-20,0.6966
2021-07-19,0.751
2021-07-18,0.7982
2021-07-17,0.7844
2021-07-16,0.7843
2021-07-15,0.8347
2021-07-14,0.8581
2021-07-13,0.875
2021-07-12,0.8675
2021-07-11,0.8953
2021-07-10,0.8921
2021-07-09,0.906
2021-07-08,0.8674
2021-07-07,0.905
2021-07-06,0.9129
2021-07-05,0.8733
2021-07-04,0.8798
2021-07-03,0.8766
2021-07-02,0.8458
2021-07-01,0.8335
2021-06-30,0.8838
2021-06-29,0.8879
2021-06-28,0.8429
2021-06-27,0.8359
2021-06-26,0.8092
2021-06-25,0.7914
2021-06-24,0.8745
2021-06-23,0.8334
2021-06-22,0.7441
2021-06-21,0.7539
2021-06-20,0.9342
2021-06-19,0.9351
2021-06-18,0.9924
2021-06-17,1.0641
2021-06-16,1.0168
2021-06-15,1.0321
2021-06-14,1.0562
2021-06-13,1.042
2021-06-12,0.991
2021-06-11,0.9735
2021-06-10,1.05
2021-06-09,1.0419
2021-06-08,0.9413
2021-06-07,0.964
2021-06-06,1.025
2021-06-05,0.9766
2021-06-04,1.0286
2021-06-03,1.112
2021-06-02,1.02
2021-06-01,0.8952
2021-05-31,0.9357
2021-05-31,0.9357
2021-05-30,0.8497
2021-05-29,0.8329
2021-05-28,0.9011
2021-05-27,0.9764
2021-05-26,1.0248
2021-05-25,0.9768
2021-05-24,0.9819
2021-05-23,0.8191
2021-05-22,0.9742
2021-05-21,0.977
2021-05-20,1.1118
2021-05-19,0.9483
2021-05-18,1.3658
2021-05-17,1.2861
2021-05-16,1.3978
2021-05-15,1.3885
2021-05-14,1.4785
2021-05-13,1.3531
2021-05-12,1.2733
2021-05-11,1.4757
2021-05-10,1.3719
2021-05-09,1.5163
2021-05-08,1.5207
2021-05-07,1.5796
2021-05-06,1.5445
2021-05-05,1.4434
2021-05-04,1.2742
2021-05-03,1.4369
2021-05-02,1.3891
2021-05-01,1.3959
2021-04-30,1.405
2021-04-29,1.3231
2021-04-28,1.2905
2021-04-27,1.3103
2021-04-26,1.2368
2021-04-25,1.096
2021-04-24,1.0901
2021-04-23,1.17
2021-04-22,1.1615
2021-04-21,1.2114
2021-04-20,1.2915
2021-04-19,1.2941
2021-04-18,1.4597
2021-04-17,1.7035
2021-04-16,1.5068
2021-04-15,1.572
2021-04-14,1.4648
2021-04-13,1.516
2021-04-12,1.4827
2021-04-11,1.5205
2021-04-10,1.3904
2021-04-09,1.3933
2021-04-08,1.3515
2021-04-07,1.303
2021-04-06,1.4
2021-04-05,1.401
2021-04-04,1.3101
2021-04-03,1.2637
2021-04-02,1.3593
2021-04-01,1.3213
2021-03-31,1.3657
2021-03-30,1.3246
2021-03-29,1.4006
2021-03-28,1.2343
2021-03-27,1.1589
2021-03-26,1.1185
2021-03-25,1.0429
2021-03-24,1.0271
2021-03-23,1.1117
2021-03-22,1.1041
2021-03-21,1.1806
2021-03-20,1.2104
2021-03-19,1.2488
2021-03-18,1.2579
2021-03-17,1.2899
2021-03-16,1.2022
2021-03-15,1.1938
2021-03-14,1.1186
2021-03-13,1.1392
2021-03-12,1.0497
2021-03-11,1.0853
2021-03-10,1.109
2021-03-09,1.181
2021-03-08,1.156
2021-03-07,1.1067
2021-03-06,1.0515
2021-03-05,1.0543
2021-03-04,1.09
2021-03-03,1.1792
2021-03-02,1.0838
2021-03-01,1.0902
2021-02-28,1.0242
2021-02-27,1.1006
2021-02-26,0.9733
2021-02-25,0.9815
2021-02-24,1.0614
2021-02-23,1.0058
2021-02-22,1.144
2021-02-21,1.308
2021-02-20,1.3128
2021-02-19,1.3721
2021-02-18,1.3989
2021-02-17,1.3689
2021-02-16,1.3144
2021-02-15,1.3565
2021-02-14,1.4727
2021-02-13,1.675
2021-02-12,1.7227
2021-02-11,1.2395
2021-02-10,1.033
2021-02-09,1.0307
2021-02-08,1.0067
2021-02-07,0.8461
2021-02-06,0.8138
2021-02-05,0.8356
2021-02-04,0.7065
2021-02-03,0.7466
2021-02-02,0.6515
2021-02-01,0.6442
2021-01-31,0.6523
2021-01-30,0.666
2021-01-29,0.637
2021-01-28,0.5609
2021-01-27,0.5419
2021-01-26,0.6018
2021-01-25,0.5557
2021-01-24,0.5631
2021-01-23,0.557
2021-01-22,0.5087
2021-01-21,0.4615
2021-01-20,0.5487
2021-01-19,0.5214
2021-01-18,0.5666
2021-01-17,0.5867
2021-01-16,0.5186
2021-01-15,0.4865
2021-01-14,0.4558
2021-01-13,0.4502
2021-01-12,0.3992
2021-01-11,0.4179
2021-01-10,0.4575
2021-01-09,0.4864
2021-01-08,0.4557
2021-01-07,0.4624
2021-01-06,0.5126
2021-01-05,0.4804
2021-01-04,0.4474
2021-01-03,0.4262
2021-01-02,0.4078
2021-01-01,0.3987
2020-12-31,0.3363
2020-11-30,0.3289
2020-11-29,0.3175
2020-11-28,0.313
2020-11-27,0.3006
2020-11-26,0.3019
2020-11-25,0.3421
2020-11-24,0.3584
2020-11-23,0.3364
2020-11-22,0.2982
2020-11-21,0.3174
2020-11-20,0.2846
2020-11-19,0.2658
2020-11-18,0.2673
2020-11-17,0.2747
2020-11-16,0.2713
2020-11-15,0.2569
2020-11-14,0.2659
2020-11-13,0.2807
2020-11-12,0.2667
2020-11-11,0.2787
2020-11-10,0.2892
2020-11-09,0.2604
2020-11-08,0.2663
2020-11-07,0.2583
2020-11-06,0.2768
2020-11-05,0.2481
2020-11-04,0.2389
2020-11-03,0.2338
2020-11-02,0.2473
2020-11-01,0.2591
2020-10-31,0.2488
2020-10-30,0.2542
2020-10-29,0.2572
2020-10-28,0.2763
2020-10-27,0.2879
2020-10-26,0.2911
2020-10-25,0.3027
2020-10-24,0.308
2020-10-23,0.3096
2020-10-22,0.3161
2020-10-21,0.3014
2020-10-20,0.2866
2020-10-19,0.3039
2020-10-18,0.316
2020-10-17,0.3125
2020-10-16,0.3003
2020-10-15,0.3148
2020-10-14,0.3281
2020-10-13,0.3435
2020-10-12,0.3442
2020-10-11,0.3313
2020-10-10,0.3265
2020-10-09,0.329
2020-10-08,0.3084
2020-10-07,0.3063
2020-10-06,0.2861
2020-10-05,0.3183
2020-10-04,0.312
2020-10-03,0.3151
2020-10-02,0.316
2020-10-01,0.3342
2020-09-30,0.347
2020-09-29,0.3398
2020-09-28,0.3258
2020-09-27,0.3214
2020-09-26,0.3253
2020-09-25,0.3177
2020-09-24,0.2941
2020-09-23,0.2689
2020-09-22,0.306
2020-09-21,0.2873
2020-09-20,0.3278
2020-09-19,0.3423
2020-09-18,0.337
2020-09-17,0.3562
2020-09-16,0.3596
2020-09-15,0.354
2020-09-14,0.382
2020-09-13,0.3773
2020-09-12,0.4092
2020-09-11,0.412
2020-09-10,0.4134
2020-09-09,0.4131
2020-09-08,0.3489
2020-09-07,0.3736
2020-09-06,0.3756
2020-09-05,0.3425
2020-09-04,0.3793
2020-09-03,0.35
2020-09-02,0.4644
2020-09-01,0.5169
2020-08-31,0.502
2020-08-30,0.5183
2020-08-29,0.5334
2020-08-28,0.5342
2020-08-27,0.5222
2020-08-26,0.5507
2020-08-25,0.5607
2020-08-24,0.6294
2020-08-23,0.6141
2020-08-22,0.5638
2020-08-21,0.5316
2020-08-20,0.627
2020-08-19,0.5966
2020-08-18,0.5569
2020-08-17,0.5875
2020-08-16,0.6294
2020-08-15,0.6357
2020-08-14,0.6375
2020-08-13,0.6708
2020-08-12,0.5239
2020-08-11,0.436
2020-08-10,0.4692
2020-08-09,0.4242
2020-08-08,0.4527
2020-08-07,0.3696
2020-08-06,0.3644
2020-08-05,0.3353
2020-08-04,0.327
2020-08-03,0.3098
2020-08-02,0.3017
2020-08-01,0.3288
2020-07-31,0.3275
2020-07-30,0.3349
2020-07-29,0.308
2020-07-28,0.3148
2020-07-27,0.2881
2020-07-26,0.3218
2020-07-25,0.3191
2020-07-24,0.3123
2020-07-23,0.33
2020-07-22,0.3459
2020-07-21,0.3463
2020-07-20,0.357
2020-07-19,0.3895
2020-07-18,0.3563
2020-07-17,0.3464
2020-07-16,0.3546
2020-07-15,0.288
2020-07-14,0.2722
2020-07-13,0.2647
2020-07-12,0.2796
2020-07-11,0.2794
2020-07-10,0.2502
2020-07-09,0.2405
2020-07-08,0.2469
2020-07-07,0.2325
2020-07-06,0.229
2020-07-05,0.216
2020-07-04,0.2179
2020-07-03,0.2034
2020-07-02,0.2047
2020-07-01,0.2143
2020-06-30,0.2082
2020-06-29,0.2144
2020-06-28,0.2077
2020-06-27,0.205
2020-06-26,0.222
2020-06-25,0.2343
2020-06-24,0.2382
2020-06-23,0.2497
2020-06-22,0.2413
2020-06-21,0.2322
2020-06-20,0.2307
2020-06-19,0.2315
2020-06-18,0.2394
2020-06-17,0.2444
2020-06-16,0.2356
2020-06-15,0.2274
2020-06-14,0.2326
2020-06-13,0.2345
2020-06-12,0.2319
2020-06-11,0.2301
2020-06-10,0.2473
2020-06-09,0.2427
2020-06-08,0.2343
2020-06-07,0.2323
2020-06-06,0.2374
2020-06-05,0.2319
2020-06-04,0.2418
2020-06-03,0.2422
2020-06-02,0.2455
2020-06-01,0.25
2020-05-31,0.2322
2020-05-31,0.2322
2020-05-30,0.2435
2020-05-29,0.228
2020-05-28,0.227
2020-05-27,0.2192
2020-05-26,0.2184
2020-05-25,0.2115
2020-05-24,0.1967
2020-05-23,0.2015
2020-05-22,0.2047
2020-05-21,0.1912
2020-05-20,0.2093
2020-05-19,0.2006
2020-05-18,0.2015
2020-05-17,0.1978
2020-05-16,0.1976
2020-05-15,0.1916
2020-05-14,0.1971
2020-05-13,0.1955
2020-05-12,0.1933
2020-05-11,0.1864
2020-05-10,0.1923
2020-05-09,0.2135
2020-05-08,0.217
2020-05-07,0.2045
2020-05-06,0.196
2020-05-05,0.2081
2020-05-04,0.2058
2020-05-03,0.2062
2020-05-02,0.2191
2020-05-01,0.2135
2020-04-30,0.2101
2020-04-29,0.2307
2020-04-28,0.2161
2020-04-27,0.2174
2020-04-26,0.2275
2020-04-25,0.211
2020-04-24,0.2088
2020-04-23,0.1953
2020-04-22,0.1873
2020-04-21,0.1784
2020-04-20,0.1773
2020-04-19,0.1879
2020-04-18,0.1988
2020-04-17,0.1882
2020-04-16,0.186
2020-04-15,0.1671
2020-04-14,0.1768
2020-04-13,0.1765
2020-04-12,0.177
2020-04-11,0.1804
2020-04-10,0.179
2020-04-09,0.2006
2020-04-08,0.2038
2020-04-07,0.1856
2020-04-06,0.1881
2020-04-05,0.1719
2020-04-04,0.1785
2020-04-03,0.1585
2020-04-02,0.1584
2020-04-01,0.1543
2020-03-31,0.154
2020-03-30,0.1548
2020-03-29,0.1438
2020-03-28,0.1504
2020-03-27,0.154
2020-03-26,0.1591
2020-03-25,0.1548
2020-03-24,0.1587
2020-03-23,0.1608
2020-03-22,0.1453
2020-03-21,0.1527
2020-03-20,0.1566
2020-03-19,0.1583
2020-03-18,0.1418
2020-03-17,0.1397
2020-03-16,0.1264
2020-03-15,0.1431
2020-03-14,0.1475
2020-03-13,0.1538
2020-03-12,0.1394
2020-03-11,0.27
2020-03-10,0.2814
2020-03-09,0.2791
2020-03-08,0.2893
2020-03-07,0.3372
2020-03-06,0.3761
2020-03-05,0.3786
2020-03-04,0.3932
2020-03-03,0.3693
2020-03-02,0.3724
2020-03-01,0.3191
2020-02-29,0.3251
2020-02-28,0.3493
2020-02-27,0.3751
2020-02-26,0.364
2020-02-25,0.3933
2020-02-24,0.4969
2020-02-23,0.4616
2020-02-22,0.45
2020-02-21,0.4192
2020-02-20,0.4364
2020-02-19,0.3459
2020-02-18,0.3521
2020-02-17,0.3296
2020-02-16,0.3463
2020-02-15,0.3349
2020-02-14,0.3689
2020-02-13,0.3506
2020-02-12,0.3886
2020-02-11,0.371
2020-02-10,0.3581
2020-02-09,0.3423
2020-02-08,0.3057
2020-02-07,0.3136
2020-02-06,0.2896
2020-02-05,0.2759
2020-02-04,0.2805
2020-02-03,0.2629
2020-02-02,0.2528
2020-02-01,0.2479
2020-01-31,0.2471
2020-01-30,0.241
2020-01-29,0.2393
2020-01-28,0.2436
2020-01-27,0.2394
2020-01-26,0.2372
2020-01-25,0.233
2020-01-24,0.2314
2020-01-23,0.2351
2020-01-22,0.2457
2020-01-21,0.2485
2020-01-20,0.2365
2020-01-19,0.2396
2020-01-18,0.2587
2020-01-17,0.2622
2020-01-16,0.2407
2020-01-15,0.2485
2020-01-14,0.2293
2020-01-13,0.2278
2020-01-12,0.2288
2020-01-11,0.2258
2020-01-10,0.2258
2020-01-09,0.2217
2020-01-08,0.2274
2020-01-07,0.2303
2020-01-06,0.2425
2020-01-05,0.2294
2020-01-04,0.2345
2020-01-03,0.227
2020-01-02,0.2134
2020-01-01,0.2191
2019-12-31,0.2155